"RMSD","F1","F2","F3","F4","F5","F6","F7","F8","F9"
1.186,13167.1,3225.1,0.24493,162.836,1846718.9644,180.034,4615.36,45,29.9262
16.338,7465.65,2001.11,0.26804,72.9008,998709.1713,140.491,3509.72,37,37.4513
4.72,9441.26,3039.76,0.32196,99.5384,1312214.5691,140.939,3698.16,30,34.1495
10.38,9579.92,3226.65,0.33681,108.192,1341163.886,163.604,4050.32,93,33.8439
1.172,8682.55,2406.31,0.27714,92.7766,1232677.3667,131.888,3966.22,162,33.6634
1.482,7174.23,2668.06,0.37189,63.8012,1041258.5593,96.8569,3226.8,28,39.3928
14.938,10055.5,3866.53,0.38451,100.775,1413636.6633,137.552,3867.88,40,35.3789
0.59,10729.9,2589.96,0.24137,131.739,1492249.7661,169.853,4697.47,173,28.661
1.044,7173.72,2060.76,0.28726,78.0261,976440.1289,112.816,3097.03,77,46.5464
15.718,8957.37,3958.52,0.44192,61.7668,1284940.3604,142.635,3228.12,32,37.0006
4.23,15835.1,4198.22,0.26512,253.618,2172432.8106,254.427,4825.48,278,27.2437
2.701,9074.32,2618.32,0.28854,87.79,1281630.513,120.914,3265.21,5,36.6717
3.962,15191.9,5103.05,0.3359,180.264,1983513.5467,224.963,4226.99,88,31.0792
15.907,6358.73,1973.9,0.31042,61.423,836250.8649,97.6856,2960.33,5,39.8058
3.68,9044.88,2541.6,0.28099,96.9011,1266433.7332,112.179,3964.89,109,33.71
12.026,6801.63,1619.61,0.23812,68.4676,934924.2027,93.9597,3041.31,73,39.9284
10.652,5514.64,2108.33,0.38231,21.3934,748225.7563,79.5022,2335.32,41,42.5429
11.56,3929.79,1204.38,0.30647,34.4882,533888.7266,49.8657,1369.36,34,44.498
1.475,10089.6,3353.19,0.33234,101.515,1397367.0469,152.605,4446,42,33.5627
3.374,11160.3,2830.2,0.25359,113.632,1580619.4789,157.408,4403.55,77,33.0367
2.484,14180.8,4723.69,0.3331,188.823,1891386.1044,249.941,5001.17,202,26.8191
17.39,10712.8,4296.59,0.40107,80.6,1424166.8798,161.614,4011.41,33,37.8117
14.668,7393.37,2442.32,0.33033,59.1023,1050658.6409,102.277,3209.2,22,39.4466
17.724,14420.8,5090.36,0.35298,136.647,1941710.0526,235.748,5045.99,94,30.3896
3.81,4931.58,1197.67,0.24285,45.7683,706691.0184,68.8683,2675.01,14,40.9813
3.179,7507.13,2450.82,0.32646,84.7236,1041985.2729,94.9752,3407.67,51,37.4627
2.55,4991.83,1008.83,0.20209,47.483,702490.8206,59.4888,2676.52,31,41.9159
2.916,9794.21,3004.12,0.30672,111.902,1352240.5213,173.129,3770.15,19,33.5257
2.631,6633.57,2115.56,0.31891,61.9095,870366.342,104.325,2661.84,27,39.4995
2.668,14945.6,3725.47,0.24926,204.762,2052061.1656,260.693,5059.68,172,25.6458
12.644,9994.46,2652.63,0.26541,115.385,1392248.9454,150.979,4347.93,66,32.9084
12.877,5857.94,2103.16,0.35902,23.6943,798658.3858,78.8743,2533.4,41,42.0625
14.544,6542.72,1796.49,0.27457,52.4227,884477.9785,87.6264,2522.4,28,40.2964
5.555,12828.2,3645.38,0.28416,163.373,1805857.2844,196.824,4567.98,100,30.0788
16.919,11024.5,2630.54,0.2386,108.966,1597309.5975,121.488,4429.97,95,32.2183
4.331,3774.31,1616.14,0.42819,25.8496,513111.9793,53.4691,1433.22,1,45.1093
5.071,6514.76,1698.16,0.26066,65.3632,897396.9977,90.0044,3199.33,50,38.8147
9.439,7886.1,2508.78,0.31812,67.5195,1123330.3584,112.27,3841.88,4,35.7123
8.559,7695.3,2215.98,0.28796,71.3125,1068290.9208,99.0405,3236.46,42,37.5778
2.082,8552.57,2738.47,0.32019,84.7641,1217812.4627,134.244,3731.98,5,35.2575
5.431,8649.25,3710.34,0.42897,77.8138,1222516.9038,137.792,3326.84,45,37.1908
7.643,20330.7,6121.41,0.30109,252.485,2833549.8833,327.825,5810.43,215,24.375
20.262,8859.78,2396.5,0.27049,97.6949,1221348.3664,104.312,3934.41,31,30.9125
0.572,7942.57,2294.63,0.2889,85.7214,1096969.4431,111.542,3102.68,21,37.68
0.498,8798.9,2136.42,0.2428,104.545,1238127.8682,148.602,3793.72,15,34.3811
1.853,6695.68,2327.61,0.34762,78.4761,912856.8918,97.2617,3236.37,54,38.6639
20.892,10456.9,3989.22,0.38149,90.1625,1412870.2007,170.75,3928.54,23,33.9808
14.932,8065.97,2557.39,0.31705,85.7994,1091752.8887,107.355,4076.57,35,36.6056
6.881,6452.85,2668.32,0.41351,50.8668,897409.4638,90.3187,2383.64,6,41.5518
19.164,8012.66,2292.54,0.28611,51.5989,1049357.0862,109.43,3562.03,47,38.3197
5.098,8758.72,2536.67,0.28961,95.2514,1172032.8232,110.906,3978.55,38,35.4503
2.276,16781.8,5522.32,0.32906,206.049,2225792.1583,258.082,29068.17,183,27.2261
2.592,6876.31,2082.16,0.3028,67.9116,975474.6225,89.966,3231.82,11,38.8579
4.919,13211.3,4609.11,0.34887,99.0718,1803503.6595,191.116,4783.71,143,28.8018
2.495,11339.1,2999.55,0.26453,144.335,1607354.2119,152.361,4140.28,102,32.1858
2.972,16640.4,4429.52,0.26619,234.845,2352508.6173,274.075,5536.19,107,22.1664
1.668,9863.13,2511.84,0.25466,105.093,1373546.2036,148.351,4119.02,166,33.7811
2.38,8673.53,2733.58,0.31516,118.593,1194532.7574,142.563,4242.07,119,32.6395
3.047,8043.75,2438.87,0.3032,92.7312,1137564.6264,108.257,3873.88,44,35.2947
10.864,6213.28,1696.75,0.27308,56.2727,895443.7261,79.5531,3240.6,51,40.0171
13.807,11105,3334.07,0.30023,87.2403,1490549.1173,163.551,4205.8,7,33.1881
1.924,6242.09,1722.81,0.27599,70.932,894461.6159,79.2589,3098.25,9,38.8207
0.934,9675.54,1905.03,0.19689,97.5722,1367147.4559,130.042,4250.26,38,33.3248
1.668,7801.52,1403.03,0.17984,76.7607,1100855.2488,100.352,3747.47,12,34.5307
19.068,9947.06,4433.67,0.44572,123.087,1402963.5355,153.298,3782.61,153,34.4735
1.013,9145.88,2257.24,0.2468,95.46,1233941.0834,135.296,3554.76,7,36.5977
14.028,10066.3,3129.92,0.31093,68.5897,1464688.7331,125.814,3477.96,53,36.843
19.404,4489.92,1500.82,0.33426,30.8143,645849.1748,54.2538,1366.45,39,45.1583
4.854,15670.9,6372.16,0.40662,187.851,2056517.21,265.99,4248.76,113,31.0576
2.545,11814.6,3162.16,0.26764,143.595,1648603.9836,207.257,4794.54,57,46.5464
3.831,12985.5,4567.34,0.35172,155.566,1799694.34,172.263,5265,39,27.0735
4.721,2783.15,970.82,0.34882,23.77,374315.5155,33.6462,1382.48,2,45.8496
1.693,13483.1,3357.63,0.24902,188.123,1848611.6823,213.53,4569.28,174,29.0633
3.382,4133.86,1043.24,0.25236,34.1825,581575.9672,51.7218,1914.34,56,44.8188
2.284,6881.46,1886.75,0.27417,66.2187,944124.5762,82.782,3105.15,91,38.1773
1.672,8759.98,2276.62,0.25988,85.1628,1212998.064,115.649,4112.21,47,34.879
4.987,13107.6,4686.25,0.35752,155.405,1816528.3413,177.317,5245.18,37,27.4935
2.697,10580.5,2523.63,0.23851,93.434,1502975.1764,140.06,3644.41,126,36.0316
0.888,6971.94,2023.31,0.2902,73.4434,951350.0914,111.953,3050.56,78,39.3049
6.255,8939.3,2446.61,0.27369,95.4473,1248616.1888,137.265,4011.96,47,34.5908
1.256,7382.62,2778.49,0.37635,64.3167,1077416.8165,100.471,3243.98,30,38.836
15.514,14753.8,4396.78,0.29801,108.648,1971003.1052,245.524,4014.41,154,33.8226
3.334,7239.23,2554.59,0.35288,64.5134,990126.1795,112.883,3116.94,33,40.4533
9.896,14064.2,4526.31,0.32183,115.521,1931957.811,179.008,7514.78,116,34.096
3.209,10144.6,3326.51,0.3279,109.464,1415337.2269,177.853,4173.77,49,33.7445
17.092,11108.8,3692.38,0.33238,95.7287,1519559.6563,131.177,4446.55,29,32.0463
18.089,9741.23,4104.68,0.42137,84.6148,1347428.6235,149.805,5285.11,49,35.1763
2.32,15887.3,4947.46,0.3114,204.874,2098216.7881,254.306,6145.75,256,21.848
12.811,11753.2,3698.16,0.31465,106.387,1600185.6657,137.137,4643.69,44,32.0905
1.872,7971.28,1514.78,0.19002,76.9458,1120805.8229,101.765,3768.58,10,29.1456
1.499,6868.9,2540.66,0.36987,58.2497,953939.0045,111.312,3773.12,77,36.6859
3.179,21882.3,7072.54,0.3232,253.22,2932037.4647,340.319,6140.64,295,20.0177
7.856,4504.31,1134.29,0.25182,42.247,623688.7543,51.5641,1889.33,13,43.4604
8.832,7575.08,2454.22,0.32398,63.7146,1001149.3521,106.775,3630.92,51,39.1159
2.843,5666.99,1775.17,0.31324,53.8988,784596.3526,69.0177,2585.65,24,41.5456
15.239,9815.26,3435.76,0.35004,86.1558,1362555.4033,138.064,3952.36,13,36.0843
2.328,8152.56,2116.23,0.25957,80.5805,1154953.0865,112.097,4040.11,40,34.9747
17.503,13782.7,5700.94,0.41363,148.528,1967039.4425,200.133,4297.11,114,29.298
6.237,20584.5,6702.99,0.32563,250.681,2868824.0795,353.446,5914.58,215,21.9962
1.144,8532.82,1494.8,0.17518,78.2967,1225918.1353,93.3032,3904.9,14,35.2216
19.944,8708.14,3216.93,0.36941,69.7163,1220672.5433,131.007,3492.42,78,37.5359
1.159,7092.61,2631.53,0.37102,62.3122,1024212.7386,94.357,3227.1,29,38.7939
15.044,7034.56,1907.3,0.27113,63.7859,976465.0783,99.6663,3402.57,64,37.8245
9.927,3712.23,1092.15,0.2942,35.0896,520656.9609,44.5674,1865.07,11,44.2888
3.845,4928.96,1651.08,0.33497,47.0148,692085.9887,73.1977,2002.93,7,42.1969
2.508,12281.8,3275.55,0.26669,150.855,1707007.3728,202.688,4823.46,56,28.3541
4.729,9503.71,2888.27,0.3039,84.242,1351606.329,130.99,4222.24,73,28.2547
19.444,9559.65,2944.62,0.30802,97.1727,1358927.1337,137.962,3847.02,110,34.7189
1.73,4000.26,1087.13,0.27176,33.732,569494.3892,46.039,1773.46,12,44.4694
2.186,12312.2,2240.92,0.182,147.954,1725476.0329,166.826,4689.87,155,29.8345
4.192,18820.1,6799.68,0.36129,209.731,2647577.445,288.261,5178.3,104,25.6114
2.45,16855.7,5262.12,0.31218,207.889,2218273.4478,265.449,6328.7,258,21.484
2.14,14825,4165.81,0.28099,159.036,2035513.5939,245.518,4507.49,76,27.7909
1.951,7187.51,1830.3,0.25465,64.2745,1007879.0542,88.7551,3617.63,34,37.6337
13.218,6793.99,2331.86,0.34322,64.9099,881951.8433,103.943,3159.39,55,38.7607
3.226,13207.6,4477.87,0.33903,163.669,1921180.9515,271.219,4722.15,87,25.5258
1.34,8215.56,2278.91,0.27738,102.906,1122272.1573,121.661,3364.63,123,36.455
16.314,10630.7,4664.57,0.43878,95.9254,1474835.1245,171.613,4235.47,70,36.9128
12.969,14909.7,5280.17,0.35414,158.429,2138159.219,234.702,5396.56,146,29.2908
16.125,12367.3,3720.84,0.30086,138.879,1729774.8978,204.762,4710.09,108,29.8886
8.048,9351.9,2432.21,0.26007,97.9529,1267602.6952,118.308,3851.26,20,34.3452
15.494,22949.3,8156.45,0.35541,228.596,3252581.0134,299.201,6668.84,89,17.4368
1.435,17226.5,4100.55,0.23803,197.61,2425972.28,267.448,5665.58,95,23.0744
4.373,11668,3954.7,0.33893,120.091,1664078.9539,154.935,4135.04,71,33.6985
3.142,7835.3,2971.23,0.37921,77.854,1118370.4693,125.76,3318.05,31,33.3599
13.766,7515.81,2720.69,0.36199,89.023,1063672.5741,114.907,3608.22,26,36.5188
1.215,7919.22,2077.37,0.26232,95.9867,1099232.3244,127.275,3202.66,5,37.0473
1.819,7973.35,1459.67,0.18306,72.943,1122466.4713,97.5015,3724.91,12,34.1864
4.311,6139.76,1845.03,0.3005,57.9866,873747.3009,78.615,2499.42,62,41.5025
14.838,6227.22,1833.37,0.29441,63.4326,880895.3449,91.0415,3300,57,38.8815
5.787,6999.32,2334.05,0.33346,62.8432,937333.7728,98.1396,3737.67,71,38.0984
1.264,10120.5,2386.48,0.2358,124.318,1404492.8877,162.793,4597.1,74,30.2141
2.313,8587.83,2512.48,0.29256,92.4861,1215923.1291,112.497,3639.11,87,36.4069
17.089,12339.1,3235.45,0.26221,127.38,1762866.4118,162.053,4695.62,76,29.8735
17.153,8241.24,2261.3,0.27438,96.651,1162340.8714,113.792,3577.93,91,33.1121
11.932,8182.74,2871.06,0.35086,83.5196,1104297.8592,112.952,3621.14,24,38.163
1.307,6723.34,2480.96,0.369,73.8225,920244.5801,98.3441,3273.87,57,38.0508
7.736,10202.2,3026.96,0.29669,128.621,1452577.8965,158.898,4313.33,61,32.5937
9.874,4753.18,1778.38,0.37414,30.5316,670215.1931,67.4173,2103.99,39,43.8578
4.584,13310.6,4841.47,0.36373,203.607,1731387.1983,168.652,4832.95,90,28.2794
2.096,7784.2,1922.75,0.247,78.8738,1101177.1791,104.801,3853.69,38,36.4369
11.942,7929.33,2918.43,0.36805,78.7355,1066364.9881,109.562,3857.41,16,36.5867
1.81,5193.42,916.32,0.17643,43.1162,742815.5827,63.4704,2222.37,77,42.5262
3.633,9246.04,3345.45,0.36182,83.6387,1322158.8149,133.279,4138.86,25,35.6617
1.698,7598.53,2084.69,0.27435,66.9319,1043315.9758,112.828,3664.66,26,37.1184
10.462,7172.24,2387.91,0.33293,79.1104,977725.7179,103.112,3271.29,94,32.5277
6.801,12941.8,4465.75,0.34506,155.804,1804678.4726,212.013,4798.33,131,29.0877
18.321,12768,4141.91,0.32439,119.042,1787233.5769,174.764,4892.51,80,46.5464
15.265,12029.7,3820.98,0.31762,132.674,1690268.2319,159.122,4803.63,135,28.5892
1.956,9543.74,2107.7,0.22084,114.514,1325456.0051,129.626,4267.78,58,34.1068
6.19,3468.14,1308.27,0.37722,25.8533,478682.9058,47.2354,1466.29,7,45.9323
3.829,8517.19,2530.86,0.29714,79.414,1122798.2503,113.136,3709.7,53,35.85
0.582,9159.23,2422.1,0.26444,106.646,1291306.016,151.341,3817.52,15,34.2127
16.238,7978.57,2698.2,0.33818,86.8422,1143321.9746,121.56,3740.39,103,35.3953
0.884,11416.6,2343.23,0.20524,136.454,1613904.6144,179.671,4537.17,54,30.446
1.937,16008.4,5203.51,0.32504,207.253,2248333.5175,256.944,5350.77,292,24.5489
2.85,8229.55,2713.57,0.32973,78.8797,1142759.3089,110.343,3755.76,25,33.9627
11.022,7090.54,2009.65,0.28342,53.2758,994672.7321,83.9765,3824.36,55,32.5406
19.524,9617.2,3380.96,0.35155,132.424,1364411.5493,163.111,4332.42,89,32.2126
5.77,16790.9,5956.31,0.35473,205.402,2390731.2597,274.268,5102,106,24.8472
3.286,10547.4,3461.6,0.32819,114.413,1483521.9644,143.206,3964.16,60,34.2638
20.682,13612,4686.88,0.34431,96.144,1871574.6959,192.783,4940.52,128,34.363
13.3,5809.32,1384.91,0.23839,54.8184,775220.863,83.8956,3416.6,16,39.8259
9.462,6550.11,1725.79,0.26347,55.2166,897844.9731,83.0796,2601.19,40,40.5011
4.416,6270.23,2064.39,0.32923,56.0771,897099.597,78.1754,2606.34,57,41.4838
14.264,5885.5,1550.33,0.26341,43.7912,811473.3221,89.2538,2810.86,39,40.938
2.124,11791.4,4069.15,0.34509,122.396,1631264.0798,192.64,4237.02,38,30.7634
10.478,5721.18,2270.87,0.39692,62.9507,779062.2935,90.5104,3163.24,59,38.5741
18.998,8063.74,2563.52,0.3179,68.8724,1177589.3461,90.5667,4652.71,20,38.8228
16.254,7721.6,2759.56,0.35738,70.2464,1112778.0146,96.0289,4975.92,95,34.8618
2.335,12577.9,3385.95,0.26919,151.329,1785747.511,166.128,4772.23,33,28.717
17.637,6927.61,1915.29,0.27647,86.0695,919035.9782,95.4067,3249.47,23,38.146
17.191,12089.8,4214.49,0.34859,96.653,1687390.0446,169.762,4866.39,117,29.1747
1.984,9902.38,2484.18,0.25086,131.461,1367200.7362,156.368,4653.1,75,29.9129
10.306,6620.75,2298.81,0.34721,61.8589,882422.9761,101.501,2778.98,42,38.845
2.552,8623.51,2864.38,0.33215,86.6043,1197885.0361,128.079,3113.39,18,37.4412
15.119,11974.1,4073.81,0.34021,160.458,1653856.647,225.761,4856.73,136,29.4867
18.984,13476.2,3734.18,0.27709,133.233,1900160.4615,153.588,4619.82,118,30.3865
20.809,12904.9,4376.96,0.33917,75.8715,1772050.4239,178.891,13528.19,42,33.021
15.416,10412.7,2981.07,0.28629,93.6597,1421946.3635,148.114,3718.8,124,35.1461
14.997,8956.12,2218.7,0.24773,75.9862,1254038.3446,92.6659,3569.91,62,35.7589
1.787,16657.5,5868.94,0.35233,233.498,2284110.593,268.145,5469.69,139,24.2729
1.049,5362.82,1256.89,0.23437,49.2846,759504.4314,74.4948,2961.69,59,40.0995
15.089,11322.9,4792.32,0.42324,93.0421,1605617.5407,152.504,4471.25,60,35.2102
8.653,9007.44,2715.98,0.30152,99.7355,1252590.0612,109.077,3398.73,34,36.3703
2.461,7653.86,2156.1,0.2817,66.3578,1054565.2944,113.927,3731.35,30,34.3961
11.795,7687.25,2761.99,0.35929,87.1565,1067795.4813,107.906,3583.05,31,37.6944
4.936,8112.57,2447.66,0.30171,96.1624,1090473.7473,138.737,4018.32,34,35.8445
1.224,14956.7,3972.52,0.2656,187.625,2109679.2243,209.74,5690.42,65,23.0557
11.367,4022.83,1225.4,0.30461,37.3449,546639.7508,50.1277,1411.64,30,44.3304
2.095,8523.71,1851.99,0.21727,96.1741,1180966.3787,138.326,4010.7,170,33.7291
13.288,7545.27,2755.88,0.36524,70.616,1073025.8627,123.724,3047.97,56,37.769
11.833,9251.24,2891.74,0.31257,55.7868,1269766.0343,127.108,4411.78,29,37.4618
13.767,5744.23,1304.66,0.22712,60.192,775800.934,103.973,2613.1,64,40.586
4.397,15897.4,3519.57,0.22139,178.886,2240752.3882,219.008,4952.47,86,26.8049
2.898,11015.9,3637.03,0.33016,123.62,1506207.6812,178.561,3917.85,17,32.9589
3.954,9516.9,2368.33,0.24885,106.999,1326900.0916,144.055,4324.08,58,33.1094
4.285,8120.7,2136.86,0.26313,88.7036,1107579.5151,128.347,3530.89,44,33.8348
0.683,12559.4,2386.03,0.18997,145.286,1715778.9137,196.345,4845.2,140,29.8564
11.443,4672.88,1717.27,0.36749,34.8713,659087.5048,64.9735,2216.71,20,40.9199
14.583,7215.61,1769.2,0.24519,58.0024,1011063.6924,93.3588,2546.35,28,40.309
15.917,9025.33,3709.3,0.41098,119.971,1208587.0864,143.939,3930.08,71,35.2537
2.682,6876.65,2000.86,0.29096,51.6741,899143.4953,110.729,4694.13,22,39.9664
2.466,10898.3,2853.04,0.26178,140.206,1482898.5992,177.024,4406.22,49,28.6494
18.113,8892.2,3562.14,0.40059,77.9533,1216360.7598,123.628,3768.95,13,38.3956
19.431,12704.8,4939.04,0.38875,96.1634,1811257.4391,175.376,4858.8,16,30.6753
12.002,4823.76,1193.25,0.24736,37.8809,669669.3386,56.4626,1881.77,37,43.7607
1.177,5140.64,935.77,0.18203,48.6428,733471.649,66.5041,2843.69,58,40.3327
13.139,9064.02,2389.02,0.26357,73.8467,1230118.3642,101.197,4049.03,90,33.9215
1.48,8775.64,2460.51,0.28037,95.0453,1202742.8862,151.94,3282.57,13,36.3616
13.7,11447.5,5004.78,0.43719,99.1942,1594917.3417,176.444,3906.41,27,35.4995
7.328,5047.19,1372.35,0.2719,38.9804,692533.9173,54.2389,1928.92,45,43.6429
4.485,12496,4260.1,0.34091,137.079,1790276.626,179.905,4517.38,48,29.9648
12.631,12331.2,4103.61,0.33278,127.985,1723839.2451,199.819,4602.22,97,28.0098
1.223,7160.33,2014.98,0.2814,77.2627,975917.2337,112.743,3071.02,82,39.0418
11.932,6158.75,1541.52,0.25029,41.3768,848732.2823,97.1822,3140.63,15,40.689
1.994,8598.2,2263.61,0.26326,79.7133,1198184.9556,102.077,4159.56,59,34.3454
2.13,11386.7,2416.8,0.21224,146.069,1594136.0555,178.903,4621,151,29.8364
2.226,4359.82,759.01,0.17409,41.076,576831.6044,65.0825,2570.04,11,43.8069
14.938,9855.32,2845.11,0.28868,97.5468,1306678.4932,114.618,4787.53,47,35.5766
1.865,12773.2,2612.22,0.2045,164.036,1749148.6952,200.845,4717.92,88,28.7989
7.002,15747.5,4311.01,0.27375,167.352,2163700.1135,222.635,5035.5,119,27.3424
16.835,7362.35,2652.15,0.36023,56.1126,1054543.7803,98.2655,4304.9,13,36.4045
2.112,13124.7,4379.81,0.3337,155.69,1878067.5264,212.896,5660.8,81,25.3517
14.484,5962.72,1985.06,0.33291,50.259,828167.8382,94.7321,2482.15,88,41.3706
2.204,15767.6,5726.32,0.36317,233.157,2148646.3145,267.594,5344.24,139,23.8363
8.722,18969.8,4734.51,0.24958,203.313,2714416.7832,272.183,5795.08,293,21.4579
2.087,7631.06,2232.46,0.29254,67.8927,1051235.4153,102.843,3715.11,17,37.1155
5.307,13933.9,5282.91,0.37914,185.615,1844615.9512,247.954,5009.21,132,26.7627
3.543,21631.6,6806.41,0.31465,244.975,3021215.509,340.021,5534.63,70,23.3366
15.588,9369.6,2699.4,0.2881,88.0987,1272647.5849,118.34,3574.54,38,35.783
2.142,15666.4,3406.93,0.21746,204.459,2164567.5955,238.746,5165.27,155,25.0937
8.783,5850.06,1913.22,0.32704,59.05,774618.7368,92.9983,2713.76,58,40.9398
2.369,9729.77,2647.74,0.27212,98.6662,1393145.7046,137.087,3987.01,67,35.3828
1.825,6844.59,2295.75,0.33541,70.9603,943280.3846,90.2443,3715.35,36,36.4811
11.636,12719.9,4315.52,0.33927,109.267,1824490.7777,184.746,3699.89,129,35.9779
10.062,6915.27,1831.07,0.26478,68.0149,944678.0825,104.194,3198.02,90,34.7852
1.924,9237.04,2028.81,0.21963,96.1182,1249673.9278,139.996,4022.48,30,34.0357
3.017,10780.6,3067.14,0.2845,126.905,1546153.3113,163.118,4373.56,55,29.657
1.563,14874.4,4635.4,0.31163,207.6,2048342.8335,260.308,5344.38,296,24.3907
3.861,11927,4375.65,0.36686,123.84,1621775.5337,201.672,4132.62,30,31.521
3.512,5291.28,1931.28,0.36499,49.1996,736218.6696,70.6066,2206.76,14,41.5475
1.656,5889.59,1939.99,0.32939,67.8747,821192.2662,81.299,3014.13,34,40.3163
2.077,6106.82,1484.35,0.24306,67.4351,866406.4549,77.9061,3054.43,13,39.1665
2.212,10479.6,3858.02,0.36814,132.7,1394159.261,175.109,4094.58,57,33.2378
10.047,6656.88,2194.43,0.32964,55.4783,887392.7125,99.0874,2552.36,26,41.702
4.211,10423,3328.86,0.31937,99.7663,1480285.4876,153.414,4211.93,34,29.0609
2.723,13346.6,3740.91,0.28028,165.386,1874993.0798,219.826,5057.34,188,24.6411
2.274,9003.7,2934.1,0.32587,102.651,1252604.9848,118.408,3654.11,21,35.2285
2.693,9617.92,3335.98,0.34685,105.135,1338122.0961,139.055,3651.24,23,35.2716
4.146,8270.01,2298.5,0.27793,68.0646,1183781.6996,87.0976,4424.62,20,38.9492
0.765,8702.26,2423.82,0.27852,93.6271,1187972.745,157.774,4030.96,78,33.3171
14.253,6943.25,2742.6,0.395,52.5964,972800.0842,118.721,2974.43,13,39.5236
1.839,15333.8,3293.87,0.21481,202.026,2125467.1161,238.831,5147.52,159,25.3616
18.657,10968.7,4276.54,0.38988,74.8504,1506979.5308,169.589,5293.48,66,31.1587
2.145,5776.58,1541.55,0.26686,61.361,728582.2513,87.2728,3099.07,16,39.2311
5.744,5891.25,1769.82,0.30041,55.8392,809271.1888,81.7666,2577.34,39,40.9783
2.784,4627.17,1137.59,0.24585,45.8343,647599.3146,55.7822,1931.58,24,43.7034
2.435,18669.7,5395.75,0.28901,226.992,2597454.9125,281.171,5735.49,205,21.9518
1.835,12630.2,4448.76,0.35223,156.074,1795177.7416,195.821,5598.49,74,25.6738
1.711,13224.3,2769.81,0.20944,162.124,1806763.148,216.309,4795.17,108,28.2974
16.41,10391,2858.42,0.27508,95.1216,1391111.1107,150.748,3698.36,21,36.6562
3.155,6104.83,2038.51,0.33391,58.8561,846919.4452,89.9778,2680.74,44,39.8987
0.538,7718.27,2032.59,0.26334,97.359,1073515.4572,130.574,3218.87,6,36.8969
15.779,5477.87,1843.92,0.33661,57.8695,720416.6785,87.6474,2767.49,5,40.0311
13.851,4964.44,1679.66,0.33833,57.7359,654951.5629,84.0609,3042.06,68,39.8465
2.873,10404.3,2520.82,0.24228,133.04,1463438.7246,153.852,4315.22,44,31.9156
18.287,17036.5,5734.81,0.33661,136.886,2317084.4197,239.523,5538.53,87,25.6485
3.258,9213.99,3920.08,0.42544,87.0157,1265576.1384,142.191,3783.42,110,34.6908
4.598,12887.1,4522.21,0.3509,95.731,1815111.1623,184.536,5127.28,95,30.6725
18.811,15368.7,3523.97,0.22929,144.333,2099307.4095,195.81,4301.01,113,30.8831
4.207,16794.4,6179.13,0.36792,189.95,2321716.9464,263.378,5362.83,164,26.8628
12.868,6990.13,2849.33,0.40762,63.9002,1021340.0452,98.3052,3117.13,26,37.8247
2.954,14713.9,4375.23,0.29735,188.457,2077584.1061,198.302,5032.54,192,46.5464
14.651,8847.54,3582.27,0.40488,67.9454,1268083.0684,133.169,3224.46,32,38.0742
3.15,6830.52,2404.19,0.35197,65.3707,912768.0256,103.789,3147.46,30,40.1021
0.96,6187.31,1330.85,0.21509,54.3266,845288.6169,83.3863,2852.13,17,39.9958
3.643,7131.33,2815.56,0.39481,64.9867,1007766.3703,96.0641,4054.36,67,34.9419
3.669,24687.9,7253.89,0.29382,321.071,3393293.6965,359.346,6461.7,93,17.9135
1.981,5992.18,1978.37,0.33015,67.6497,835901.858,95.1693,2988.48,38,40.5002
2.237,15082.4,4527.69,0.30019,207.244,1975987.0552,236.555,5816.14,251,22.6951
15.07,6516.07,2107.42,0.32341,64.8853,854179.6103,87.435,3371.45,75,39.3752
15.84,10710.2,4600,0.42949,95.2966,1495143.0084,158.059,3784.62,70,37.7603
13.963,9891.58,3382.32,0.34193,100.244,1381561.6045,116.983,3854.82,49,36.4455
9.167,3784.16,582.32,0.15388,26.5952,533995.9866,43.315,1814.31,51,45.5666
1.111,12096.9,2078.32,0.1718,158.14,1638739.5012,189.061,4690.59,141,30.3131
1.962,5106.12,1547.1,0.30298,50.3992,710990.0971,63.9818,2231.59,18,42.2045
2.478,17042.1,4857.53,0.28503,224.555,2399025.8622,285.13,5631.89,111,21.5831
7.554,7910.48,2986.6,0.37754,71.8027,1051780.1289,129.382,3549.97,52,36.053
2.701,6729.75,2221.48,0.33009,63.2319,871654.3474,101.949,2643.04,41,39.8112
1.875,11763.3,2777.67,0.23613,153.394,1665427.6852,165.591,4710.85,27,29.0841
2.643,13200.8,3517.68,0.26647,153.586,1847170.8957,213.972,5048.47,189,23.5786
17.588,7078.42,2351.44,0.33219,65.8981,983329.4073,98.1999,3342.08,19,38.4611
1.209,8349.33,1584.9,0.18982,80.1127,1200211.7814,94.9757,3915.03,10,35.1105
16.347,10346.3,3695.21,0.35715,118.626,1437430.2386,209.769,4416.34,96,31.4254
8.103,11471.4,4681.68,0.40811,103.692,1648536.2863,181.668,4112.6,91,34.1449
1.232,8552.2,2287.13,0.26743,97.3312,1214349.6079,124.557,4007.2,163,33.7061
1.497,7947.43,2068.53,0.26027,100.524,1078256.4193,115.653,3365.58,114,36.3612
1.852,7358.05,2484.81,0.33769,77.3944,1015570.0806,101.77,3746.76,38,36.0918
3.92,13196.4,3318.19,0.25144,159.007,1820147.1047,206.133,4720.9,110,29.1617
1.684,13513.2,4013.31,0.29699,159.452,1882288.9806,230.516,4371.63,91,30.1714
5.011,6886.15,2054.09,0.29829,57.1632,911437.3785,91.4279,3190.1,42,38.6909
